,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
20317,788322753707314487,https://www.airbnb.com/rooms/788322753707314487,20240911015516,2024-09-11,city scrape,Habitación en piso compartido acogedor,Space to enjoy tranquility on Avenida América.,,https://a0.muscache.com/pictures/miso/Hosting-788322753707314487/original/00f92da0-18bf-44e2-95fd-fd116551b061.jpeg,38250762,https://www.airbnb.com/users/show/38250762,Ainhoa,2015-07-12,"Madrid, Spain",,within a day,100%,82%,f,https://a0.muscache.com/im/pictures/user/User-38250762/original/f4467f4a-184a-4d77-9361-2d6e816b63ef.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-38250762/original/f4467f4a-184a-4d77-9361-2d6e816b63ef.jpeg?aki_policy=profile_x_medium,,1.0,5.0,"['email', 'phone']",t,t,,Ciudad Jardín,Chamartín,40.44637559192303,-3.6721187317687463,Private room in rental unit,Private room,1,1.0,1 shared bath,1.0,1.0,"[""Pocket wifi"", ""Dining table"", ""Hair dryer"", ""Extra pillows and blankets"", ""Freezer"", ""Baking sheet"", ""TV"", ""Wine glasses"", ""Hot water kettle"", ""Shower gel"", ""Cleaning products"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Coffee maker: drip coffee maker"", ""Hangers"", ""Cooking basics"", ""Microwave"", ""Room-darkening shades"", ""Central heating"", ""Clothing storage: closet"", ""Coffee"", ""Air conditioning"", ""Dishes and silverware"", ""Refrigerator"", ""Stainless steel oven"", ""Shampoo"", ""Ethernet connection"", ""Mini fridge"", ""Washer"", ""Portable fans"", ""Laundromat nearby"", ""Essentials"", ""Hot water"", ""Bed linens"", ""Drying rack for clothing"", ""Body soap"", ""Bidet"", ""Iron"", ""Dedicated workspace""]",$53.00,2,365,1,2,365,365,2.0,365.0,,t,11,35,55,55,2024-09-11,35,33,0,2022-12-29,2024-08-08,5.0,5.0,4.91,4.94,5.0,4.83,4.91,,f,1,0,1,0,1.69
20331,15782455,https://www.airbnb.com/rooms/15782455,20240911015516,2024-09-11,city scrape,Habitación luminosa y tranquila Puerta de Toledo,"Bright and quiet room between Puerta de Toledo and Pirámides (Madrid Rio). Excellent location with subway and buses on the doorstep. Ideal for walking to some of Madrid's main tourist attractions (Plaza Mayor, Matadero, Puerta del Sol, Atocha, Latina, Almudena Cathedral, Royal Palace, etc.).  Cozy and bright space ideal for friends, couples or families",,https://a0.muscache.com/pictures/fd96553b-c4b8-452e-a886-bb790b7b3993.jpg,99994045,https://www.airbnb.com/users/show/99994045,Amanda,2016-10-17,,,within a day,75%,66%,f,https://a0.muscache.com/im/pictures/user/31bdd6e9-8fab-457d-bcfa-355fbeb6421f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/31bdd6e9-8fab-457d-bcfa-355fbeb6421f.jpg?aki_policy=profile_x_medium,Imperial,1.0,3.0,"['email', 'phone']",t,f,,Imperial,Arganzuela,40.40461,-3.71299,Private room in rental unit,Private room,2,1.5,1.5 shared baths,1.0,1.0,"[""Air conditioning"", ""Heating"", ""Hair dryer"", ""Wifi"", ""Hangers"", ""TV"", ""Washer"", ""First aid kit"", ""Essentials"", ""Elevator"", ""Iron"", ""Dedicated workspace""]",$53.00,3,31,3,3,31,31,3.0,31.0,,t,7,29,59,59,2024-09-11,68,15,0,2017-04-30,2024-07-07,4.81,4.88,4.94,4.93,4.84,4.87,4.82,,f,1,0,1,0,0.76
20333,997461745427566572,https://www.airbnb.com/rooms/997461745427566572,20240911015516,2024-09-11,city scrape,Precioso ático con terraza en Acacias. Centro,"Enjoy this accommodation with spacious and open spaces, with lots of light and in an absolute reference neighborhood in the center of Madrid. 160 m2 private!<br />There is no elevator, you have to climb 5 floors through stairs. But we think it's worth it! <br />South and West Skyline. <br />Nice terrace with natural plants. Perfect for resting to be at the center.<br />The kitchen has a cabin effect, it is a really original space, with a low height,  about 1.75 meters.",,https://a0.muscache.com/pictures/886d7e34-2450-4be5-be3b-5eba3cf3c4ca.jpg,83430142,https://www.airbnb.com/users/show/83430142,Alberto,2016-07-13,"Madrid, Spain","pues hemos coincidido los tres hermanos en la vieja fábrica que compró nuestro abuelo por un tiempo y no hemos propuesto alquilar la zona alta para que disfruten y más aún hablando los tres inglés ya que crecimos dos años en la bahía de San Francisco, California",within a day,82%,84%,t,https://a0.muscache.com/im/pictures/user/b1f8fe42-0168-4dda-ac7f-bf04ec5022e8.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b1f8fe42-0168-4dda-ac7f-bf04ec5022e8.jpg?aki_policy=profile_x_medium,,4.0,4.0,"['email', 'phone']",t,t,,Acacias,Arganzuela,40.40305134796453,-3.704400442880013,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,3.0,"[""Dining table"", ""Hair dryer"", ""Pets allowed"", ""Extra pillows and blankets"", ""Freezer"", ""Arcade games"", "" Le Petit Marseillais body soap"", ""Shower gel"", ""Single oven"", ""Cleaning products"", ""Kitchen"", ""Coffee maker: pour-over coffee"", ""Outdoor shower"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser"", ""Wifi"", ""Building staff"", ""Hangers"", ""Cooking basics"", ""Blender"", ""Outdoor dining area"", ""Microwave"", ""Coffee"", ""Stove"", ""Smoking allowed"", ""Hs conditioner"", ""Air conditioning"", ""Refrigerator"", ""Dishes and silverware"", ""Board games"", ""Indoor fireplace: wood-burning"", ""Heating - split type ductless system"", ""Shampoo"", ""Barbecue utensils"", ""Washer"", ""Essentials"", ""Long term stays allowed"", ""BBQ grill"", ""Hot water"", ""Bed linens"", ""Self check-in"", ""Drying rack for clothing"", ""Luggage dropoff allowed"", ""Iron"", ""Dedicated workspace""]",$81.00,4,100,1,4,100,100,4.0,100.0,,t,1,6,27,106,2024-09-11,65,65,4,2023-10-13,2024-09-01,4.77,4.69,4.55,4.8,4.86,4.84,4.72,,t,4,1,3,0,5.82
20343,15391441,https://www.airbnb.com/rooms/15391441,20240911015516,2024-09-11,city scrape,PUERTA ATOCHA - ANCORA,"My place is good for couples.<br />Located on Ancora Street, 18 - 1st Right","Downtown area with all kinds of services, public transport, shops, restaurants, theaters, etc.",https://a0.muscache.com/pictures/2f7edace-0f04-46f6-9ab7-1433c21cec5d.jpg,75147810,https://www.airbnb.com/users/show/75147810,Pilar,2016-06-01,,,within a day,100%,98%,t,https://a0.muscache.com/im/pictures/user/0337df88-f8bf-4839-9689-8ddb0aa13ec9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/0337df88-f8bf-4839-9689-8ddb0aa13ec9.jpg?aki_policy=profile_x_medium,Palos do Moguer,1.0,1.0,"['email', 'phone']",t,t,"Madrid, Comunidad de Madrid, Spain",Palos de Moguer,Arganzuela,40.40275,-3.69149,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,2.0,"[""Heating"", ""Hair dryer"", ""TV"", ""Kitchen"", ""Wifi"", ""Hangers"", ""Cooking basics"", ""Host greets you"", ""Microwave"", ""Stove"", ""Dishes and silverware"", ""Refrigerator"", ""Washer"", ""Essentials"", ""Long term stays allowed"", ""Hot water"", ""Coffee maker"", ""Bed linens"", ""Paid parking on premises"", ""Oven"", ""Iron"", ""Dedicated workspace""]",$65.00,6,1125,6,6,1125,1125,6.0,1125.0,,t,3,11,18,84,2024-09-11,99,24,0,2017-07-17,2024-06-15,4.7,4.82,4.55,4.86,4.86,4.94,4.68,,f,1,1,0,0,1.14
20358,5155124,https://www.airbnb.com/rooms/5155124,20240911015516,2024-09-11,city scrape,SPECTACULAR PENTHOUSE IN THE BEST LOCATION IN CITY,"The perfect location to have the best stay in Madrid. Enjoy such a location will make your stay in the city so pleasurable as to be unforgettable. Just being able to admire from its private terrace the magnificently clear skies of Madrid, its sunsets and the views of the Royal Palace, Sabatini gardens and the Campo del Moro will be a memorable and unique experience. You will not find better views in Madrid. Placed in the best location next to the Gran Vía, Plaza de España, Plaza Mayor or Sol.","This is a quiet and nice neighborhood where to find the best of the culture of Madrid: places , music , food , opera , theaters and of course monuments like the Royal Palace and the gardens of Sabatini and Moro.",https://a0.muscache.com/pictures/64482229/21397fa6_original.jpg,26659524,https://www.airbnb.com/users/show/26659524,Gonbay,2015-01-25,"Madrid, Spain","We like to travel and enjoy the experience of knowing new places, their people and their way of life, for this reason we try to help our guests to enjoy our city and the experience of visiting Madrid.",within a day,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-26659524/original/11d26f62-30be-4c29-b4ea-ecf7778a09d4.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-26659524/original/11d26f62-30be-4c29-b4ea-ecf7778a09d4.jpeg?aki_policy=profile_x_medium,Palacio,1.0,1.0,"['email', 'phone']",t,t,"Madrid, Comunidad de Madrid, Spain",Palacio,Centro,40.42059,-3.71401,Entire rental unit,Entire home/apt,4,1.0,1 bath,1.0,1.0,"[""Heating"", ""Hair dryer"", ""Extra pillows and blankets"", ""HDTV with standard cable, Netflix, DVD player"", ""First aid kit"", ""Park view"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Private patio or balcony"", ""Building staff"", ""Hangers"", ""Cooking basics"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Microwave"", ""Coffee"", ""Stove"", ""Mountain view"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Dishes and silverware"", ""Shampoo"", ""Ethernet connection"", ""Washer"", ""Essentials"", ""Crib"", ""Long term stays allowed"", ""Hot water"", ""Bed linens"", ""Coffee maker"", ""Self check-in"", ""AC - split type ductless system"", ""Paid parking on premises"", ""Oven"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Elevator"", ""Iron"", ""Dedicated workspace""]",$175.00,4,180,4,4,180,180,4.0,180.0,,t,6,6,10,10,2024-09-11,170,22,0,2015-03-29,2024-07-29,4.96,4.98,4.93,4.98,4.95,4.99,4.87,VT-2486,f,1,1,0,0,1.48
20384,39316623,https://www.airbnb.com/rooms/39316623,20240911015516,2024-09-11,city scrape,Casa MAS PALMERAS,"Charming farmhouse in an old rehabilitated tobacco dryer.<br />In the middle of the countryside, five minutes from TALAVERA DE LA REINA with Pool (Private) in the Garden, BBQ area (Private- unshared)<br />It is equipped with everything you need in the home and in the 500m2 garden. <br />Upper floor with 3 bathrooms and 4 bedrooms and balcony.<br /><br />No parties or goodbyes.<br /><br />Flexible Check-in - Check-out at 12:00<br />pm Enjoy your stay until 9:00 pm at an additional cost (Advance notice)",,https://a0.muscache.com/pictures/42e5075a-0b21-4066-82f7-b7eba84483cb.jpg,121592388,https://www.airbnb.com/users/show/121592388,Diego,2017-03-19,"Madrid, Spain",,within a day,50%,0%,f,https://a0.muscache.com/im/pictures/user/e57d8f14-f618-46c2-a383-6486aa364044.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e57d8f14-f618-46c2-a383-6486aa364044.jpg?aki_policy=profile_x_medium,,1.0,3.0,"['email', 'phone']",t,t,,Trafalgar,Chamberí,40.43676,-3.70391,Private room in cottage,Private room,8,3.0,3 baths,4.0,5.0,"[""Heating"", ""Extra pillows and blankets"", ""Breakfast"", ""TV"", ""First aid kit"", ""Patio or balcony"", ""Private entrance"", ""Cleaning products"", ""Kitchen"", ""Paid parking off premises"", ""Dishwasher"", ""Wifi"", ""Free street parking"", ""Hangers"", ""Cooking basics"", ""Free parking on premises"", ""Stove"", ""Indoor fireplace"", ""Refrigerator"", ""Dishes and silverware"", ""Shampoo"", ""Washer"", ""Private living room"", ""Essentials"", ""Crib"", ""Pool"", ""Hot water"", ""Bed linens"", ""Coffee maker"", ""Fire extinguisher"", ""Elevator"", ""Iron""]",$264.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,26,56,86,361,2024-09-11,0,0,0,,,,,,,,,,,f,1,0,1,0,
20393,42442544,https://www.airbnb.com/rooms/42442544,20240911015516,2024-09-11,city scrape,Loft Tetuán muy luminoso y confortable,"It's a charming Loft with well-chosen materials to make your stay as welcoming as possible. It is located in the heart of the Tetuán neighborhood. Just 2 minutes from the Strait metro stop and bus lines of Calle Bravo Murillo, one of the busiest in Madrid","A short walk will take you to Bravo Murillo, one of Madrid's liveliest neighborhoods. You won't be short of anything nearby. From restaurants of all kinds, laundry services, cinemas, supermarkets and so on.",https://a0.muscache.com/pictures/1d83dee8-0d5a-476d-8768-9d3def5d3d69.jpg,337870216,https://www.airbnb.com/users/show/337870216,Torriel,2020-02-21,,"Hola! 
I'm Gabriel. I'll be delighted to be your host. Please, don't hesitate to contact me if you have any doubts concern to the apartment or plans around. It will be a pleasure to help while you're on your trip.",within a day,100%,90%,t,https://a0.muscache.com/im/pictures/user/335d25db-d6f7-4091-b4aa-d5295966e631.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/335d25db-d6f7-4091-b4aa-d5295966e631.jpg?aki_policy=profile_x_medium,,1.0,3.0,"['email', 'phone']",t,t,"Madrid, Comunidad de Madrid, Spain",Bellas Vistas,Tetuán,40.45362,-3.70588,Entire loft,Entire home/apt,2,1.5,1.5 baths,1.0,1.0,"[""Heating"", ""Extra pillows and blankets"", ""Toaster"", ""TV"", ""Wine glasses"", ""Shower gel"", ""Private entrance"", ""Kitchen"", ""Single level home"", ""Paid parking off premises"", ""Wifi"", ""Hangers"", ""Cooking basics"", ""Lockbox"", ""Microwave"", ""Room-darkening shades"", ""Stove"", ""Air conditioning"", ""Dishes and silverware"", ""Refrigerator"", ""Stainless steel oven"", ""Washer"", ""Laundromat nearby"", ""Essentials"", ""Long term stays allowed"", ""Hot water"", ""Bed linens"", ""Self check-in"", ""Iron"", ""Freezer""]",$71.00,5,1125,4,5,1125,1125,5.0,1125.0,,t,0,5,7,88,2024-09-11,32,12,1,2020-08-15,2024-08-29,4.59,4.78,4.5,4.84,4.84,4.44,4.5,,f,1,1,0,0,0.64
20413,31465584,https://www.airbnb.com/rooms/31465584,20240911015516,2024-09-11,previous scrape,Una habitación tranquila cerca del centro,"The apartment enjoys an environmental tranquility in a residential neighborhood, between Casa de Campo and Río Manzanares. Just 50 m from the house is a small grocery store, groceries and basic necessities. The apartment stands out for its location just minutes from the University City, Plaza de España, Gran Vía and Royal Palace. Excellent public transport access.","Quiet neighborhood with green areas, ideal for a stroll along the Manzanares River",https://a0.muscache.com/pictures/miso/Hosting-31465584/original/c99d23eb-3ffa-4b12-ac0e-c76e8b1795c6.jpeg,226337660,https://www.airbnb.com/users/show/226337660,Maria,2018-11-18,,,within a day,100%,100%,t,https://a0.muscache.com/im/pictures/user/488a52b9-7157-434a-902f-9d669f5db32c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/488a52b9-7157-434a-902f-9d669f5db32c.jpg?aki_policy=profile_x_medium,Argüelles,2.0,2.0,"['email', 'phone']",t,t,"Madrid, Comunidad de Madrid, Spain",Casa de Campo,Moncloa - Aravaca,40.43212,-3.73656,Private room in rental unit,Private room,1,,1 shared bath,,,"[""Dining table"", ""Hair dryer"", ""Extra pillows and blankets"", ""Toaster"", ""Freezer"", ""Baking sheet"", ""TV"", ""First aid kit"", ""Wine glasses"", ""Hot water kettle"", ""Cleaning products"", ""Kitchen"", ""Coffee maker: Nespresso"", ""Dishwasher"", ""Wifi"", ""Hangers"", ""Cooking basics"", ""Blender"", ""Microwave"", ""Room-darkening shades"", ""Central heating"", ""Dishes and silverware"", ""Refrigerator"", ""Free washer \u2013 In unit"", ""Lock on bedroom door"", ""Private living room"", ""Essentials"", ""Long term stays allowed"", ""Hot water"", ""Bed linens"", ""Central air conditioning"", ""Paid parking lot off premises"", ""Paid parking on premises"", ""Drying rack for clothing"", ""Oven"", ""Luggage dropoff allowed"", ""Iron"", ""Dedicated workspace""]",,300,1125,300,300,1125,1125,300.0,1125.0,,t,0,7,35,124,2024-09-11,10,1,0,2019-02-28,2023-11-12,5.0,4.8,4.8,4.9,5.0,4.9,4.9,,f,2,0,2,0,0.15
20429,24415128,https://www.airbnb.com/rooms/24415128,20240911015516,2024-09-11,city scrape,Apartamento céntrico con piscina y garaje,"Brand new apartment, free WiFi.<br />Private garage",,https://a0.muscache.com/pictures/b66fa24f-ef98-4054-abb2-536f9962bc1a.jpg,69566471,https://www.airbnb.com/users/show/69566471,Javier,2016-04-29,,,within a day,100%,10%,f,https://a0.muscache.com/im/pictures/user/d2d158fd-abfe-46b1-8e1b-c3263549b3de.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d2d158fd-abfe-46b1-8e1b-c3263549b3de.jpg?aki_policy=profile_x_medium,Arapiles,39.0,43.0,"['email', 'phone']",t,t,,Comillas,Carabanchel,40.39639,-3.71448,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,3.0,"[""Heating"", ""Hair dryer"", ""TV"", ""Backyard"", ""Kitchen"", ""Wifi"", ""Free street parking"", ""Hangers"", ""Smoke alarm"", ""Free parking on premises"", ""Host greets you"", ""Microwave"", ""Stove"", ""Dryer"", ""Refrigerator"", ""Dishes and silverware"", ""Shared pool"", ""Shampoo"", ""Washer"", ""Essentials"", ""Long term stays allowed"", ""Hot water"", ""Coffee maker"", ""Central air conditioning"", ""Oven"", ""Fire extinguisher"", ""Elevator"", ""Iron"", ""Dedicated workspace""]",$245.00,4,1125,4,4,1125,1125,4.0,1125.0,,t,1,1,1,257,2024-09-11,6,2,0,2018-06-24,2023-09-30,4.5,4.5,4.67,4.5,4.67,4.17,4.0,,f,37,36,1,0,0.08
20565,43765661,https://www.airbnb.com/rooms/43765661,20240911015516,2024-09-11,previous scrape,3 bedroom 2 bathroom apartment wih pool in Atocha,"SLEEP Atocha is close to the Atocha station and the Parque del Retiro, in the Pacífico neighbourhood. Very well connected by two metro lines, commuter and high speed, on the avenue from which it borrows its name, it is surrounded by restaurants, shops, supermarkets and all kinds of services. It is also very close to the historic center, a 15-minute walk to Puerta del Sol, 20 minutes to Gran Vía and a bit further on, Malasaña.<br />Enjoy the communal pool and Parking in the same building.","Near the Atocha station and the Retiro park, in the Pacific neighborhood, are these magnificent apartments.A booming area in which large companies are settling down.<br /><br />Very well connected by two subway lines, commuter and high speed, on the avenue from which it borrows its name, it is surrounded by restaurants, shops, supermarkets and all kinds of services. It is also very close to the historic center and its cultural offer: 15 minutes from Puerta del Sol, 20 from Gran Vía and a little more from Malasaña.<br /><br />Atocha by STAY building, contains a wide variety of options (penthouses, apartments, duplex), decorated in a functional and modern style, we are sure that you will find the accommodation that best suits your needs. All apartments have air conditioning, heating, free WiFi and are fully equipped so you can feel at home from day one.",https://a0.muscache.com/pictures/1a8c9ff5-7744-42b1-afbc-44f030017fd1.jpg,265147782,https://www.airbnb.com/users/show/265147782,Sleep,2019-05-30,,,within a day,90%,88%,f,https://a0.muscache.com/im/pictures/user/3e14265c-cbcc-4431-84e4-42bdc02759b3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3e14265c-cbcc-4431-84e4-42bdc02759b3.jpg?aki_policy=profile_x_medium,,36.0,99.0,"['email', 'phone']",t,t,"Madrid, Comunidad de Madrid, Spain",Adelfas,Retiro,40.39921,-3.67138,Entire rental unit,Entire home/apt,5,,2 baths,3.0,,"[""Heating"", ""Hair dryer"", ""Extra pillows and blankets"", ""TV"", ""Shower gel"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hangers"", ""Cooking basics"", ""Microwave"", ""Stove"", ""Air conditioning"", ""Dishes and silverware"", ""Refrigerator"", ""Shampoo"", ""Washer"", ""Essentials"", ""Long term stays allowed"", ""Pool"", ""Hot water"", ""Bed linens"", ""Coffee maker"", ""Paid parking on premises"", ""Oven"", ""Fire extinguisher"", ""Iron""]",,60,300,60,60,1125,1125,60.0,1125.0,,t,0,0,0,0,2024-09-11,1,0,0,2021-01-15,2021-01-15,4.0,4.0,5.0,5.0,4.0,5.0,3.0,,t,19,19,0,0,0.02
20596,43766309,https://www.airbnb.com/rooms/43766309,20240911015516,2024-09-11,previous scrape,3 bedroom 2 bathroom apartment wih pool in Atocha,"SLEEP Atocha is close to the Atocha station and the Parque del Retiro, in the Pacífico neighbourhood. Very well connected by two metro lines, commuter and high speed, on the avenue from which it borrows its name, it is surrounded by restaurants, shops, supermarkets and all kinds of services. It is also very close to the historic center, a 15-minute walk to Puerta del Sol, 20 minutes to Gran Vía and a bit further on, Malasaña.<br />Enjoy the communal pool and Parking in the same building.","Near the Atocha station and the Retiro park, in the Pacific neighborhood, are these magnificent apartments.A booming area in which large companies are settling down.<br /><br />Very well connected by two subway lines, commuter and high speed, on the avenue from which it borrows its name, it is surrounded by restaurants, shops, supermarkets and all kinds of services. It is also very close to the historic center and its cultural offer: 15 minutes from Puerta del Sol, 20 from Gran Vía and a little more from Malasaña.<br /><br />Atocha by STAY building, contains a wide variety of options (penthouses, apartments, duplex), decorated in a functional and modern style, we are sure that you will find the accommodation that best suits your needs. All apartments have air conditioning, heating, free WiFi and are fully equipped so you can feel at home from day one.",https://a0.muscache.com/pictures/1a8c9ff5-7744-42b1-afbc-44f030017fd1.jpg,265147782,https://www.airbnb.com/users/show/265147782,Sleep,2019-05-30,,,within a day,90%,88%,f,https://a0.muscache.com/im/pictures/user/3e14265c-cbcc-4431-84e4-42bdc02759b3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3e14265c-cbcc-4431-84e4-42bdc02759b3.jpg?aki_policy=profile_x_medium,,36.0,99.0,"['email', 'phone']",t,t,"Madrid, Comunidad de Madrid, Spain",Adelfas,Retiro,40.40078,-3.6734,Entire rental unit,Entire home/apt,5,,2 baths,3.0,,"[""Heating"", ""Hair dryer"", ""Extra pillows and blankets"", ""TV"", ""Shower gel"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hangers"", ""Cooking basics"", ""Microwave"", ""Stove"", ""Air conditioning"", ""Dishes and silverware"", ""Refrigerator"", ""Shampoo"", ""Washer"", ""Essentials"", ""Long term stays allowed"", ""Pool"", ""Hot water"", ""Bed linens"", ""Coffee maker"", ""Paid parking on premises"", ""Oven"", ""Fire extinguisher"", ""Iron""]",,60,300,60,60,1125,1125,60.0,1125.0,,t,0,0,0,0,2024-09-11,1,1,0,2023-10-01,2023-10-01,5.0,5.0,4.0,3.0,5.0,5.0,5.0,,t,19,19,0,0,0.09
20624,42430754,https://www.airbnb.com/rooms/42430754,20240911015516,2024-09-11,previous scrape,Pleasant stay in studio near Gran Via,"Modern and bright studio located near Gran Vía in Madrid. Entirely equipped, a double bed and a sofa bed are at your disposal. Washing machine, hair dryer and ironing set are also included. Linens and towels will be provided. or more information do not hesitate to read the detailed description below. :)","The studio is located in the Malasaña district. <br /><br />Bubbling with life at any time of day – and often long into the night – Malasaña is Madrid’s hippest neighbourhood. From stunning architecture to hip little bars and restaurants, the district is overflowing with things to do and see. Surrounding Plaza del 2 de Mayo and near the Tribunal Metro stop, the trendy neighborhood is just minutes from Sol and a short walk to the most sought after museums and cultural hotspots. The district counts Madrid’s Gran Vía, also known as the ""Madrid Broadway"". It is one of the most memorable spaces to walk around the city and find a large number of restaurants, cafes, theaters, cinemas and above all: fashion stores.<br /><br />You will be close to a Carrefour Express supermarket.<br /><br />Places to visit:<br />- Puerta del Sol.<br />- Plaza Mayor.<br />- Palacio Real de Madrid.<br />- Parque del Buen Retiro.<br />- Palacio de Cristal.<br />- Museo Nacional del Prado.<br />- Centro Cultural Co",https://a0.muscache.com/pictures/d061e242-99f8-4907-af5d-63cfe26f622b.jpg,69331508,https://www.airbnb.com/users/show/69331508,José Manuel,2016-04-28,,"Dear future guests,

I love travelling, so I’m often absent. For me, the best way to get to know a city is by living there like a local person, and this can only be done, of course, by getting accommodation. It is with this in mind that whenever I am travelling, I make my lodging facility available to travelers from around the world, so: why not you?

Don’t worry, even if I’m not present when you are doing the booking arrangement, Luckey, Airbnb’s official concierge, to whom I have entrusted the management of my home, will make your stay as enjoyable as possible!

See you soon,

José Manuel. 

Estimados futuros huéspedes,

Me encanta viajar, así que a menudo estoy ausente. Para mí, la mejor manera de conocer una ciudad es viviendo allí como una persona local, y esto solo se puede hacer, por supuesto, obteniendo alojamiento. Es con esto en mente que cada vez que viajo, pongo mi alojamiento a disposición de viajeros de todo el mundo, entonces: ¿por qué no usted?

No se preocupe, incluso si no estoy presente cuando están haciendo el acuerdo de reserva, Luckey, el conserje oficial de Airbnb, a quien he confiado la administración de mi hogar, hará que su estadía sea lo más agradable posible.

Le veo pronto,

José Manuel. ",within a day,50%,100%,f,https://a0.muscache.com/im/pictures/user/ce94ccab-704d-47a9-b4a2-2f92c1ff562f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ce94ccab-704d-47a9-b4a2-2f92c1ff562f.jpg?aki_policy=profile_x_medium,,2.0,2.0,"['email', 'phone']",t,t,"Madrid, Comunidad de Madrid, Spain",Universidad,Centro,40.42306,-3.70494,Entire rental unit,Entire home/apt,2,,1 bath,,,"[""Heating"", ""Hair dryer"", ""TV"", ""Kitchen"", ""Smart lock"", ""Dishwasher"", ""Wifi"", ""Hangers"", ""Cooking basics"", ""Microwave"", ""Air conditioning"", ""Dishes and silverware"", ""Refrigerator"", ""Shampoo"", ""Washer"", ""Essentials"", ""Long term stays allowed"", ""Hot water"", ""Bed linens"", ""Coffee maker"", ""Self check-in"", ""Fire extinguisher"", ""Elevator"", ""Iron"", ""Dedicated workspace""]",,180,180,3,3,1125,1125,3.0,1125.0,,t,2,5,8,13,2024-09-11,6,1,0,2020-02-24,2024-04-15,3.17,3.2,3.4,4.0,3.67,4.83,3.6,99/185882.9/19,f,2,2,0,0,0.11
